"ID","User ID","ชื่อผลิตภัณฑ์","ประเภทผลิตภัณฑ์","ผู้ผลิต","คะแนนผลวิเคราะห์","มีสารต้องห้าม","วันเวลาวิเคราะห์"
"16d562fa-2cee-44bc-a66d-39a69e84800e","aa329244-bd01-42d9-a840-52ad56c9fef4","(จากรูปภาพ)","ครีม","-","66","ไม่มี","2026-06-15T03:55:56.709Z"
"0ae57130-1cb6-4126-8fcb-5907c249dac8","aa329244-bd01-42d9-a840-52ad56c9fef4","(จากรูปภาพ)","-","-","85","ไม่มี","2026-06-15T03:45:51.364Z"
"703ab495-2be0-4f79-b375-06bc48380d40","aa329244-bd01-42d9-a840-52ad56c9fef4","(จากรูปภาพ)","-","-","66","ไม่มี","2026-06-15T03:32:18.740Z"
"11da4ce2-9ed0-4cc3-a697-b9cba4840cb9","aa329244-bd01-42d9-a840-52ad56c9fef4","(จากรูปภาพ)","-","-","66","ไม่มี","2026-06-15T03:22:42.218Z"
"cc118e7b-f5f0-4b3a-85c8-b2896fc48322","aa329244-bd01-42d9-a840-52ad56c9fef4","(จากรูปภาพ)","-","-","66","ไม่มี","2026-06-15T02:57:35.081Z"
